"table_name","column_name","data_type","column_default","is_nullable","character_maximum_length","numeric_precision","numeric_scale","table_description","column_description"
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('pink_taco.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_drf.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('venuplus.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('affinity_gaming.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('twinstar.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('xrg.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,id,integer,nextval('unimed.rent_roll_id_seq'::regclass),NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_id,integer,,NO,,32,0,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,company_name,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,source_entity_id,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,concept,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,source_entity_name,character varying,,NO,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,street,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,city,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
rent_roll,state,character varying,,YES,,,,,
